conversation_id,persona_id,domain,current_emotion,intensity,expressiveness,self_disclosure_level,politeness_style,assertiveness,gender,occupation,age,location,num_turns,termination_reason,tsne_x,tsne_y,pca50_0,pca50_1,pca50_2,pca50_3,pca50_4,pca50_5,pca50_6,pca50_7,pca50_8,pca50_9,pca50_10,pca50_11,pca50_12,pca50_13,pca50_14,pca50_15,pca50_16,pca50_17,pca50_18,pca50_19,pca50_20,pca50_21,pca50_22,pca50_23,pca50_24,pca50_25,pca50_26,pca50_27,pca50_28,pca50_29,pca50_30,pca50_31,pca50_32,pca50_33,pca50_34,pca50_35,pca50_36,pca50_37,pca50_38,pca50_39,pca50_40,pca50_41,pca50_42,pca50_43,pca50_44,pca50_45,pca50_46,pca50_47,pca50_48,pca50_49
2,3,anxiety_disorder_support,anxious,severe,low,low,blunt,high,prefer_not_to_say,network_administrator,61,Brisbane,4,natural_termination,0.076637402176857,8.348773956298828,0.04592561349272728,0.34242889285087585,-0.04308968037366867,0.2762054204940796,-0.18548107147216797,-0.028963884338736534,-0.2548326849937439,-0.03184550255537033,0.00800720602273941,0.1262781322002411,-0.08503279834985733,0.006100991275161505,-0.008933334611356258,0.014125065878033638,-0.04486159235239029,0.1376195102930069,0.14916080236434937,-0.19289009273052216,-0.04299575090408325,-0.01285102404654026,0.12717759609222412,0.0077316248789429665,0.02075733058154583,0.00997903011739254,-0.07224045693874359,0.02068575657904148,-0.0007823128253221512,-0.039875492453575134,0.05317487567663193,-0.023115122690796852,0.006015194114297628,0.017477402463555336,-0.07636263966560364,-0.02240758202970028,0.07077959924936295,-0.041658665984869,-0.0959678590297699,-0.01589815877377987,0.0492885522544384,0.07018224149942398,0.04575179144740105,0.05025877803564072,0.03352086991071701,-0.030953994020819664,-0.048780202865600586,-0.07629891484975815,0.014423001557588577,0.003989706747233868,0.04171263426542282,0.03587011247873306
4,5,financial_planning,anxious,severe,medium,high,formal,low,non-binary,chef,62,Johannesburg,4,natural_termination,2.189960241317749,-17.083621978759766,0.05129566416144371,-0.1413017362356186,-0.04878614470362663,0.2533119022846222,-0.20721222460269928,-0.19085991382598877,0.0021696696057915688,0.11980760097503662,-0.09841054677963257,-0.08244609832763672,0.19769707322120667,0.31875714659690857,0.06825266778469086,-0.06635170429944992,-0.028330346569418907,-0.16263048350811005,-0.10347112268209457,-0.05530483275651932,-0.2617131769657135,0.20789310336112976,0.03366946801543236,0.14117664098739624,0.03601803630590439,-0.018169298768043518,-0.057887233793735504,0.012800600379705429,0.10569247603416443,-0.011330009438097477,-0.08565161377191544,-0.11310845613479614,-0.01820240542292595,0.23770256340503693,0.07012777775526047,-0.09533283859491348,0.037734005600214005,-0.026043791323900223,0.01102348230779171,-0.05439768359065056,-0.05728888511657715,0.08972153067588806,-0.003891155356541276,0.0159464031457901,-0.0438203401863575,-0.03487996757030487,-0.00937784556299448,-0.009992394596338272,0.06493038684129715,0.021245304495096207,-0.020236188545823097,0.010054480284452438
5,6,fitness_and_physical_health,angry,mild,high,high,formal,low,non-binary,fisherman,54,Boston,4,natural_termination,-3.9878015518188477,12.41745662689209,-0.10618025064468384,0.23852156102657318,-0.021167339757084846,0.20210205018520355,-0.07436902076005936,0.08609578758478165,-0.2440023571252823,-0.1753087192773819,-0.05685192346572876,-0.00856095366179943,-0.030505821108818054,-0.2111256867647171,0.060867954045534134,0.11456208676099777,-0.02112060785293579,-0.2940090596675873,-0.12769494950771332,0.1117684617638588,0.06989287585020065,0.18315845727920532,-0.10172808915376663,-0.07405244559049606,-0.06408607959747314,0.11480498313903809,-0.14326725900173187,-0.10071305185556412,-0.23964816331863403,0.14125372469425201,-0.030319850891828537,-0.04047536104917526,-0.0326186940073967,-0.009882809594273567,-0.05832286924123764,0.005761648528277874,0.01884298212826252,-0.051667552441358566,-0.049192167818546295,-0.07258954644203186,0.07812947779893875,0.07549680024385452,-0.01292414776980877,0.050220951437950134,-0.009544920176267624,-0.05725499987602234,-0.045628923922777176,0.020748965442180634,-0.016854995861649513,-0.0005566447507590055,-0.07712666690349579,0.07664940506219864
0,7,workplace_burnout_support,hopeful,mild,high,medium,formal,high,non-binary,electrician,64,Hong Kong,4,natural_termination,-13.515066146850586,-11.075763702392578,-0.15018318593502045,-0.02329775132238865,0.05574388802051544,0.32579901814460754,0.2404271513223648,0.10321016609668732,-0.1460883915424347,0.041913583874702454,-0.1835363656282425,-0.15279729664325714,-0.07629311829805374,0.016816729679703712,0.09800060093402863,0.045455873012542725,0.011721406131982803,2.450289139233064e-05,-0.006471418775618076,-0.1198277398943901,-0.045297976583242416,0.03196233883500099,0.0785384252667427,-0.05781422182917595,-0.1655130833387375,0.08150049299001694,-0.0458446741104126,0.05130431056022644,0.03814966604113579,-0.10580302029848099,0.23410342633724213,-0.06908214837312698,-0.034765277057886124,-0.0434543751180172,0.13492664694786072,0.0988352969288826,0.023403920233249664,0.03512892127037048,-0.005707171279937029,0.014750413596630096,-0.03529605269432068,-0.14747574925422668,0.04388420656323433,-0.040695060044527054,-0.04821613430976868,-0.0782008245587349,-0.016361229121685028,-0.009294852614402771,0.03682154789566994,-0.02647409960627556,0.0029581193812191486,0.017599845305085182
6,1,promotion_negotiation,happy,moderate,medium,high,casual,low,non-binary,warehouse_worker,37,Singapore,6,natural_termination,14.532694816589355,-20.94125747680664,-0.03262486308813095,-0.20054273307323456,0.28535619378089905,0.17314769327640533,0.06418114900588989,0.11907720565795898,-0.05717446655035019,-0.006734749302268028,-0.09063752740621567,0.19894614815711975,-0.17780353128910065,-0.13599291443824768,0.05578363314270973,0.011325306259095669,0.11418510228395462,0.16191348433494568,-0.04187513515353203,0.10257529467344284,-0.035004619508981705,-0.05563177913427353,-0.0845857486128807,-0.08880997449159622,0.01857621595263481,-0.041807886213064194,0.01867131143808365,0.18729983270168304,-0.0684032142162323,-0.006697915494441986,0.059026043862104416,-0.17756964266300201,-0.011866793967783451,-0.01996149681508541,-0.007048850879073143,0.038291797041893005,-0.04008256644010544,-0.09049935638904572,0.08031939715147018,0.025186602026224136,-0.14509141445159912,0.10112778842449188,0.025596600025892258,0.11362215131521225,0.0680159479379654,0.03047238476574421,0.025530854240059853,0.03132503107190132,-0.10627412050962448,-0.07835853844881058,0.03336869552731514,0.08735724538564682
2,4,reproductive_health,happy,mild,medium,medium,formal,medium,male,quality_assurance_inspector,24,Nairobi,6,natural_termination,17.469112396240234,23.481243133544922,0.35144421458244324,-0.16427846252918243,-0.29813340306282043,-0.00012749567395076156,-0.25850826501846313,-0.26482242345809937,0.18944993615150452,-0.1793537139892578,0.043984826654195786,-0.1389750838279724,-0.21304558217525482,0.03296786919236183,0.25081267952919006,-0.1758631467819214,-0.055122680962085724,-0.1612725704908371,0.09433211386203766,0.15609516203403473,0.021942544728517532,-0.060602884739637375,0.18861925601959229,0.1390092968940735,0.006122015416622162,0.06100046634674072,-0.04964491352438927,0.019537726417183876,0.033894237130880356,-0.014820295386016369,0.05788159370422363,0.06179448962211609,-0.11406755447387695,-0.100215844810009,-0.061751868575811386,0.03783395141363144,-0.02923452854156494,0.006598745938390493,-0.029330207034945488,0.07276659458875656,-0.014764278195798397,-0.0338653102517128,0.04282160848379135,0.03487246111035347,-0.019350552931427956,-0.001657435204833746,-0.0035223625600337982,0.007361365016549826,-0.08082994818687439,-0.02172846347093582,-0.0546298623085022,0.018063528463244438
0,0,insurance_policy_explanation,angry,moderate,low,high,neutral,low,non-binary,civil_engineer,56,Sydney,6,natural_termination,25.59803581237793,12.78541374206543,0.4647132456302643,0.1068422868847847,-0.16862449049949646,0.06795533001422882,-0.011161435395479202,-0.12947764992713928,0.2568643093109131,-0.0003747788432519883,0.019674478098750114,-0.053545527160167694,-0.023823915049433708,0.046717751771211624,0.01065945252776146,0.16833332180976868,0.027942266315221786,0.09044264256954193,0.0009051774977706373,-0.27128568291664124,-0.09153801947832108,-0.08724486082792282,0.03538469970226288,0.0002175709669245407,-0.3002772629261017,-0.10677769035100937,0.03763212263584137,0.009819871746003628,-0.01732466369867325,0.01870063506066799,-0.06633836030960083,0.0027972401585429907,-0.03903878852725029,0.003407907672226429,-0.04092486947774887,0.0940028727054596,-0.12291713804006577,0.004645233508199453,0.04622602462768555,0.04447206109762192,0.028163250535726547,-0.0146416537463665,-0.04009644314646721,0.0539633072912693,0.005909708794206381,0.008173568174242973,0.019662028178572655,-0.03822996839880943,-0.052727408707141876,-0.007809880189597607,-0.013863527216017246,0.019303137436509132
1,0,insurance_policy_explanation,angry,moderate,low,high,neutral,low,non-binary,civil_engineer,56,Sydney,6,natural_termination,26.14252281188965,13.539761543273926,0.6180601716041565,0.0028585982508957386,-0.10375292599201202,0.08201303333044052,-0.13985171914100647,-0.024839671328663826,0.27081498503685,0.056288354098796844,0.021903330460190773,-0.020734431222081184,-0.024835553020238876,0.05185187608003616,0.07557076215744019,0.1820376068353653,0.007003806531429291,0.0115378862246871,-0.049535397440195084,-0.26751455664634705,-0.04044470191001892,-0.16287992894649506,0.04766229912638664,-0.04334947094321251,-0.25877654552459717,-0.15593069791793823,0.025185303762555122,0.02950916439294815,-0.07420467585325241,0.08942482620477676,-0.07566720247268677,-0.05075666308403015,-0.01671544276177883,0.029624275863170624,-0.023626182228326797,0.06957188248634338,-0.05089688301086426,-0.040993232280015945,0.047005508095026016,-0.015835052356123924,0.03182133287191391,-0.009380809962749481,-0.030938155949115753,0.00794174149632454,-0.02951943315565586,-0.020020470023155212,-0.02012321725487709,-0.04335338994860649,0.07155659794807434,-0.0002697629388421774,0.009512430988252163,-0.008903957903385162
7,7,workplace_burnout_support,hopeful,mild,high,medium,formal,high,non-binary,electrician,64,Hong Kong,6,natural_termination,-13.383485794067383,-11.69764232635498,-0.19962278008460999,-0.08485517650842667,0.009594128467142582,0.29261717200279236,0.1983773112297058,0.16802184283733368,-0.08727411925792694,0.022654926404356956,-0.19671186804771423,-0.09773843735456467,-0.04000408202409744,0.1401764154434204,0.016597969457507133,-0.07067519426345825,-0.021577060222625732,0.06147199869155884,-0.0810764729976654,-0.02226344309747219,0.007329222746193409,0.047704920172691345,0.03301050513982773,-0.06494259089231491,-0.06709703803062439,0.006574516650289297,-0.04844403639435768,0.06277117878198624,0.043766140937805176,-0.0798480287194252,0.21220986545085907,0.028517764061689377,-0.03814321383833885,0.0066495914943516254,0.05601101368665695,0.06025698781013489,-0.10585401952266693,0.07479336112737656,-0.059863314032554626,0.0859404131770134,-0.02177545055747032,-0.1488831341266632,0.11977256834506989,-0.02390867844223976,0.016371842473745346,-0.0886307954788208,-0.10674591362476349,0.007438173983246088,0.01828795112669468,-0.12071652710437775,-0.0197947658598423,-0.037387046962976456
5,4,reproductive_health,happy,mild,medium,medium,formal,medium,male,quality_assurance_inspector,24,Nairobi,6,natural_termination,16.461641311645508,23.27071189880371,0.28347331285476685,-0.1075151190161705,-0.2812712788581848,0.11323047429323196,-0.3591867983341217,-0.22478118538856506,0.15490803122520447,-0.21429763734340668,0.08681541681289673,-0.023268112912774086,-0.17832551896572113,0.04195849224925041,0.12147165834903717,-0.1330929547548294,-0.0868472009897232,-0.13423436880111694,0.07893113791942596,0.23393797874450684,0.07722405344247818,-0.11053724586963654,0.20587323606014252,0.04817202314734459,-0.01281609944999218,0.031392067670822144,-0.06249690428376198,-0.0442594550549984,-0.05954735726118088,0.11471230536699295,0.06884942948818207,-0.09656882286071777,0.02416306361556053,-0.06902063637971878,0.049637321382761,0.10117413103580475,-0.056805673986673355,-0.09378744661808014,0.04243370145559311,0.007057889364659786,-0.07685036212205887,-0.11341706663370132,0.05733403563499451,-0.014106906950473785,-0.14917343854904175,-0.15859143435955048,0.01179696898907423,0.017027124762535095,0.1554231345653534,-0.13693110644817352,0.12510259449481964,-0.033980920910835266
